volcano_na,latitude,longitude,duration,BTime,ETime
Sangeang Api,-8.2,119.07,,1927/01/01 00:00:00,
Sirung,-8.508,124.13,,1927/01/01 00:00:00,
Tongariro,-39.157,175.632,,1927/01/01 00:00:00,
Villarrica,-39.42,-71.93,"365",1927/01/01 00:00:00,1928/01/01 00:00:00
Izalco,13.813,-89.633,"365",1927/01/01 00:00:00,1928/01/01 00:00:00
Purace,2.32,-76.4,,1927/01/01 00:00:00,
Deception Island,-63.001,-60.652,,1927/01/01 00:00:00,
Makushin,53.891,-166.923,,1926/12/30 00:00:00,
Koryaksky,53.321,158.712,"0",1926/12/22 00:00:00,1926/12/22 00:00:00
Tongariro,-39.157,175.632,"9",1926/12/21 00:00:00,1926/12/30 00:00:00
Cumbal,0.95,-77.87,"1",1926/12/20 00:00:00,1926/12/21 00:00:00
Slamet,-7.242,109.208,"7",1926/11/23 00:00:00,1926/11/30 00:00:00
Okataina,-38.12,176.5,"1",1926/11/17 00:00:00,1926/11/18 00:00:00
Shikotsu,42.688,141.38,"11",1926/10/19 00:00:00,1926/10/30 00:00:00
Karangetang,2.781,125.407,,1926/01/01 00:00:00,
Asosan,32.884,131.104,"479",1926/09/21 00:00:00,1928/01/13 00:00:00
Fournaise,-21.244,55.708,"270",1926/09/18 00:00:00,1927/06/15 00:00:00
Batur,-8.242,115.375,"50",1926/08/02 00:00:00,1926/09/21 00:00:00
Acatenango,14.501,-90.876,"503",1926/01/01 00:00:00,1927/05/19 00:00:00
Purace,2.32,-76.4,"0",1926/01/01 00:00:00,1926/01/01 00:00:00
Askja,65.033,-16.783,,1926/07/15 00:00:00,
Bogoslof,53.93,-168.03,"730",1926/01/01 00:00:00,1928/01/01 00:00:00
Eldey,63.733,-23,,1926/06/05 00:00:00,
Gamkonora,1.38,127.53,,1926/01/01 00:00:00,
Dempo,-4.016,103.121,"2",1926/04/22 00:00:00,1926/04/24 00:00:00
Tongariro,-39.157,175.632,"-105",1926/04/16 00:00:00,1926/01/01 00:00:00
Mauna Loa,19.475,-155.608,"18",1926/04/10 00:00:00,1926/04/28 00:00:00
Avachinsky,53.256,158.836,"352",1926/03/27 00:00:00,1927/03/14 00:00:00
Klyuchevskoy,56.056,160.642,"15",1926/03/23 00:00:00,1926/04/07 00:00:00
Tangkuban Parahu,-6.77,107.6,"130",1926/03/01 00:00:00,1926/07/09 00:00:00
Manam,-4.08,145.037,"790",1926/01/01 00:00:00,1928/03/01 00:00:00
Whakaari/White Island,-37.52,177.18,,1926/02/03 00:00:00,
Reventador,-0.077,-77.656,"-4",1926/01/05 00:00:00,1926/01/01 00:00:00
Etna,37.748,14.999,"-1",1926/01/02 00:00:00,1926/01/01 00:00:00
Dallol,14.242,40.3,,1926/01/01 00:00:00,
Lengai,-2.764,35.914,,1926/01/01 00:00:00,
Colima,19.514,-103.62,"1826",1926/01/01 00:00:00,1931/01/01 00:00:00
Fernandina,-0.37,-91.55,,1926/01/01 00:00:00,
Cotopaxi,-0.677,-78.436,,1926/01/01 00:00:00,
Fournaise,-21.244,55.708,"111",1925/12/30 00:00:00,1926/04/20 00:00:00
Izalco,13.813,-89.633,"371",1925/12/26 00:00:00,1927/01/01 00:00:00
Tokachidake,43.418,142.686,"407",1925/11/20 00:00:00,1927/01/01 00:00:00
Tongariro,-39.157,175.632,"0",1925/01/01 00:00:00,1925/01/01 00:00:00
Purace,2.32,-76.4,"24",1925/10/12 00:00:00,1925/11/05 00:00:00
Santorini,36.404,25.396,"143",1925/08/11 00:00:00,1926/01/01 00:00:00
Karymsky,54.049,159.443,,1925/01/01 00:00:00,
Suwanosejima,29.638,129.714,,1925/05/13 00:00:00,
Wolf,0.02,-91.35,"349",1925/04/11 00:00:00,1926/03/26 00:00:00
Klyuchevskoy,56.056,160.642,"189",1925/04/04 00:00:00,1925/10/10 00:00:00
Marapi,-0.38,100.474,,1925/01/01 00:00:00,
Masaya,11.985,-86.165,,1925/01/01 00:00:00,
Pagan,18.13,145.8,"124",1925/01/01 00:00:00,1925/05/05 00:00:00
Kusatsu-Shiranesan,36.618,138.528,"8",1925/01/22 00:00:00,1925/01/30 00:00:00
Ruapehu,-39.28,175.57,,1925/01/22 00:00:00,
Asosan,32.884,131.104,,1925/01/06 00:00:00,
Batur,-8.242,115.375,"0",1925/01/05 00:00:00,1925/01/05 00:00:00
Iliboleng,-8.342,123.258,,1925/01/01 00:00:00,
Manam,-4.08,145.037,,1925/01/01 00:00:00,
Cameroon,4.203,9.17,,1925/01/01 00:00:00,
Farallon de Pajaros,20.546,144.893,,1925/01/01 00:00:00,
Zhupanovsky,53.589,159.15,,1925/01/01 00:00:00,
Shishaldin,54.756,-163.97,,1925/01/01 00:00:00,
Popocatepetl,19.023,-98.622,"730",1925/01/01 00:00:00,1927/01/01 00:00:00
Poas,10.2,-84.233,,1925/01/01 00:00:00,
Tupungatito,-33.425,-69.797,,1925/01/01 00:00:00,
Acatenango,14.501,-90.876,"171",1924/12/18 00:00:00,1925/06/07 00:00:00
Telong,4.769,96.821,,1924/12/07 00:00:00,
Yakedake,36.227,137.587,"437",1924/11/16 00:00:00,1926/01/27 00:00:00
Ebulobo,-8.817,121.191,,1924/01/01 00:00:00,
Submarine Volcano NNE of Iriomotejima,24.57,123.93,,1924/10/31 00:00:00,
Tongariro,-39.157,175.632,"0",1924/01/01 00:00:00,1924/01/01 00:00:00
Galeras,1.22,-77.37,"1096",1924/01/01 00:00:00,1927/01/01 00:00:00
Merapi,-7.54,110.446,"2",1924/09/10 00:00:00,1924/09/12 00:00:00
Asamayama,36.406,138.523,"22",1924/09/07 00:00:00,1924/09/29 00:00:00
Fournaise,-21.244,55.708,"10",1924/09/03 00:00:00,1924/09/13 00:00:00
Raung,-8.119,114.056,,1924/08/20 00:00:00,
Hokkaido-Komagatake,42.063,140.677,,1924/07/31 00:00:00,
Kilauea,19.421,-155.287,"10",1924/07/19 00:00:00,1924/07/29 00:00:00
Tongariro,-39.157,175.632,,1924/05/22 00:00:00,
Fournaise,-21.244,55.708,"4",1924/05/19 00:00:00,1924/05/23 00:00:00
Kilauea,19.421,-155.287,"17",1924/05/10 00:00:00,1924/05/27 00:00:00
Karangetang,2.781,125.407,,1924/01/01 00:00:00,
Tandikat-Singgalang,-0.39,100.331,"0",1924/01/01 00:00:00,1924/01/01 00:00:00
Kolokol Group,46.042,150.083,,1924/03/13 00:00:00,
Batur,-8.242,115.375,"0",1924/01/01 00:00:00,1924/01/01 00:00:00
Irazu,9.979,-83.852,"0",1924/01/01 00:00:00,1924/01/01 00:00:00
Izalco,13.813,-89.633,,1924/01/01 00:00:00,
Sarychev Peak,48.092,153.2,,1924/02/15 00:00:00,
Raikoke,48.292,153.25,"1",1924/02/14 00:00:00,1924/02/15 00:00:00
Raung,-8.119,114.056,,1924/01/01 00:00:00,
Pavlof,55.417,-161.894,,1924/01/17 00:00:00,
Tongariro,-39.157,175.632,"21",1924/01/09 00:00:00,1924/01/30 00:00:00
Whakaari/White Island,-37.52,177.18,,1924/01/01 00:00:00,
Okataina,-38.12,176.5,,1924/01/01 00:00:00,
Bam,-3.613,144.818,,1924/01/01 00:00:00,
Manam,-4.08,145.037,,1924/01/01 00:00:00,
Babuyan Claro,19.523,121.94,,1924/01/01 00:00:00,
Ketoi,47.35,152.475,,1924/01/01 00:00:00,
Asuncion,19.671,145.406,,1924/01/01 00:00:00,
Purace,2.32,-76.4,,1924/01/01 00:00:00,
Askja,65.033,-16.783,,1924/01/01 00:00:00,
Galeras,1.22,-77.37,,1923/12/08 00:00:00,
Popocatepetl,19.023,-98.622,"101",1923/11/27 00:00:00,1924/03/07 00:00:00
Soputan,1.112,124.737,"52",1923/11/27 00:00:00,1924/01/18 00:00:00
Negro,12.506,-86.702,"49",1923/10/23 00:00:00,1923/12/11 00:00:00
Etna,37.748,14.999,"450",1923/10/09 00:00:00,1925/01/01 00:00:00
Kerinci,-1.697,101.264,"0",1923/01/01 00:00:00,1923/01/01 00:00:00
Merapi,-7.54,110.446,"0",1923/01/01 00:00:00,1923/01/01 00:00:00
Kilauea,19.421,-155.287,"0",1923/08/25 00:00:00,1923/08/25 00:00:00
Klyuchevskoy,56.056,160.642,"0",1923/01/01 00:00:00,1923/01/01 00:00:00
Unnamed,-20.852,-175.55,,1923/07/01 00:00:00,
Kirishimayama,31.934,130.862,"0",1923/01/01 00:00:00,1923/01/01 00:00:00
Yakedake,36.227,137.587,"37",1923/06/26 00:00:00,1923/08/02 00:00:00
Etna,37.748,14.999,"31",1923/06/17 00:00:00,1923/07/18 00:00:00
Slamet,-7.242,109.208,"0",1923/06/02 00:00:00,1923/06/02 00:00:00
Perbakti-Gagak,-6.75,106.7,,1923/01/01 00:00:00,
Dempo,-4.016,103.121,"0",1923/05/19 00:00:00,1923/05/19 00:00:00
Gamalama,0.8,127.33,"23",1923/04/13 00:00:00,1923/05/06 00:00:00
Papandayan,-7.32,107.73,"729",1923/03/11 00:00:00,1925/03/09 00:00:00
Cendres,10.158,109.014,"72",1923/03/02 00:00:00,1923/05/13 00:00:00
Hokkaido-Komagatake,42.063,140.677,"16",1923/02/27 00:00:00,1923/03/15 00:00:00
Zheltovsky,51.577,157.328,"-41",1923/02/11 00:00:00,1923/01/01 00:00:00
Dzenzursky,53.637,158.922,,1923/01/01 00:00:00,
Karymsky,54.049,159.443,,1923/01/01 00:00:00,
Kronotsky,54.753,160.533,,1923/01/01 00:00:00,
Pagan,18.13,145.8,"84",1923/01/01 00:00:00,1923/03/26 00:00:00
Shikotsu,42.688,141.38,"234",1923/01/01 00:00:00,1923/08/23 00:00:00
Sarychev Peak,48.092,153.2,"5",1923/01/17 00:00:00,1923/01/22 00:00:00
Askja,65.033,-16.783,,1923/01/15 00:00:00,
Asosan,32.884,131.104,"259",1923/01/01 00:00:00,1923/09/17 00:00:00
Zavaritzki Caldera,46.925,151.95,,1923/01/01 00:00:00,
Batur,-8.242,115.375,,1923/01/01 00:00:00,
Santa Isabel,3.588,8.762,,1923/01/01 00:00:00,
Kuwae,-16.829,168.536,"731",1923/01/01 00:00:00,1925/01/01 00:00:00
Manam,-4.08,145.037,,1923/01/01 00:00:00,
San Pedro-San Pablo,-21.888,-68.391,,1923/01/01 00:00:00,
Chillan,-36.868,-71.378,,1923/01/01 00:00:00,
Pavlof,55.417,-161.894,"66",1922/12/24 00:00:00,1923/02/28 00:00:00
Izu-Oshima,34.724,139.394,"53",1922/12/08 00:00:00,1923/01/30 00:00:00
Kronotsky,54.753,160.533,,1922/01/01 00:00:00,
Askja,65.033,-16.783,,1922/01/01 00:00:00,
Llaima,-38.692,-71.729,,1922/10/24 00:00:00,
Villarrica,-39.42,-71.93,"34",1922/10/24 00:00:00,1922/11/27 00:00:00
Shishaldin,54.756,-163.97,,1922/10/15 00:00:00,
Arenal,10.463,-84.703,"18",1922/10/05 00:00:00,1922/10/23 00:00:00
Grimsvotn,64.416,-17.316,"24",1922/09/29 00:00:00,1922/10/23 00:00:00
Batur,-8.242,115.375,,1922/08/30 00:00:00,
Methana,37.615,23.336,,1922/01/01 00:00:00,
Ioto,24.751,141.289,,1922/01/01 00:00:00,
Lopevi,-16.507,168.346,"3",1922/06/28 00:00:00,1922/07/01 00:00:00
Awu,3.689,125.447,"-170",1922/06/20 00:00:00,1922/01/01 00:00:00
Hokkaido-Komagatake,42.063,140.677,,1922/05/22 00:00:00,
Karangetang,2.781,125.407,"223",1922/05/04 00:00:00,1922/12/13 00:00:00
Klyuchevskoy,56.056,160.642,,1922/01/01 00:00:00,
Rincon de la Vieja,10.83,-85.324,"54",1922/04/11 00:00:00,1922/06/04 00:00:00
Yakedake,36.227,137.587,"9",1922/03/10 00:00:00,1922/03/19 00:00:00
Merapi,-7.54,110.446,"171",1922/02/18 00:00:00,1922/08/08 00:00:00
Tengger Caldera,-7.942,112.95,"135",1922/02/05 00:00:00,1922/06/20 00:00:00
Manam,-4.08,145.037,,1922/01/01 00:00:00,
Whakaari/White Island,-37.52,177.18,,1922/01/01 00:00:00,
Gareloi,51.79,-178.794,,1922/01/01 00:00:00,
Cotopaxi,-0.677,-78.436,,1922/01/01 00:00:00,
Barrier,2.32,36.57,,1921/12/31 00:00:00,
Puyehue-Cordon Caulle,-40.59,-72.117,"61",1921/12/13 00:00:00,1922/02/12 00:00:00
Villarrica,-39.42,-71.93,,1921/12/10 00:00:00,
Suwanosejima,29.638,129.714,"49",1921/12/08 00:00:00,1922/01/26 00:00:00
Concepcion,11.538,-85.622,"1826",1921/01/01 00:00:00,1926/01/01 00:00:00
Fournaise,-21.244,55.708,"6",1921/11/27 00:00:00,1921/12/03 00:00:00
Katmai,58.28,-154.963,,1921/11/27 00:00:00,
Fonuafo'ou,-20.32,-175.42,,1921/01/01 00:00:00,
Ruapehu,-39.28,175.57,,1921/01/01 00:00:00,
Serua,-6.312,130.017,,1921/09/18 00:00:00,
Karymsky,54.049,159.443,,1921/01/01 00:00:00,
Shikotsu,42.688,141.38,"0",1921/07/06 00:00:00,1921/07/06 00:00:00
Wrangell,62.006,-144.017,"0",1921/07/03 00:00:00,1921/07/03 00:00:00
Tengger Caldera,-7.942,112.95,"289",1921/01/01 00:00:00,1921/10/17 00:00:00
Sumbing,-2.414,101.728,"11",1921/05/23 00:00:00,1921/06/03 00:00:00
Kerinci,-1.697,101.264,"0",1921/01/01 00:00:00,1921/01/01 00:00:00
Dempo,-4.016,103.121,"0",1921/01/01 00:00:00,1921/01/01 00:00:00
Kilauea,19.421,-155.287,"7",1921/03/18 00:00:00,1921/03/25 00:00:00
St. Helens,46.2,-122.18,,1921/03/18 00:00:00,
Karangetang,2.781,125.407,"0",1921/01/01 00:00:00,1921/01/01 00:00:00
Askja,65.033,-16.783,,1921/01/01 00:00:00,
Raung,-8.119,114.056,"-44",1921/02/14 00:00:00,1921/01/01 00:00:00
Awu,3.689,125.447,"273",1921/01/01 00:00:00,1921/10/01 00:00:00
Lengai,-2.764,35.914,,1921/01/01 00:00:00,
Batur,-8.242,115.375,"78",1921/01/29 00:00:00,1921/04/17 00:00:00
Lewotobi,-8.542,122.775,"353",1921/01/01 00:00:00,1921/12/20 00:00:00
Nyamuragira,-1.408,29.2,"6225",1921/01/01 00:00:00,1938/01/17 00:00:00
Yakedake,36.227,137.587,,1921/01/01 00:00:00,
Villarrica,-39.42,-71.93,"3",1920/12/10 00:00:00,1920/12/13 00:00:00
Asamayama,36.406,138.523,"485",1920/12/06 00:00:00,1922/04/05 00:00:00
Kelut,-7.93,112.308,"6",1920/12/06 00:00:00,1920/12/12 00:00:00
Manam,-4.08,145.037,"27",1920/12/05 00:00:00,1921/01/01 00:00:00
Santa Ana,13.853,-89.63,,1920/01/01 00:00:00,
Izalco,13.813,-89.633,"163",1920/10/29 00:00:00,1921/04/10 00:00:00
San Miguel,13.434,-88.269,"1601",1920/08/14 00:00:00,1925/01/01 00:00:00
Merapi,-7.54,110.446,"160",1920/07/25 00:00:00,1921/01/01 00:00:00
Shikotsu,42.688,141.38,"6",1920/07/17 00:00:00,1920/07/23 00:00:00
Fournaise,-21.244,55.708,"112",1920/06/28 00:00:00,1920/10/18 00:00:00
Katmai,58.28,-154.963,,1920/03/09 00:00:00,
Epi,-16.68,168.37,,1920/01/22 00:00:00,
Witori,-5.576,150.516,,1920/01/01 00:00:00,
Nyamuragira,-1.408,29.2,,1920/01/01 00:00:00,
Nyiragongo,-1.52,29.25,"366",1920/01/01 00:00:00,1921/01/01 00:00:00
Barrier,2.32,36.57,,1920/01/01 00:00:00,
Lewotolo,-8.272,123.505,,1920/01/01 00:00:00,
Asosan,32.884,131.104,,1920/01/01 00:00:00,
Yakedake,36.227,137.587,,1920/01/01 00:00:00,
Izu-Oshima,34.724,139.394,,1920/01/01 00:00:00,
Huequi,-42.377,-72.578,,1920/01/01 00:00:00,
Kilauea,19.421,-155.287,"222",1919/12/21 00:00:00,1920/07/30 00:00:00
San Miguel,13.434,-88.269,"22",1919/12/10 00:00:00,1920/01/01 00:00:00
Telong,4.769,96.821,,1919/01/01 00:00:00,
Yakedake,36.227,137.587,"0",1919/11/01 00:00:00,1919/11/01 00:00:00
Serua,-6.312,130.017,,1919/01/01 00:00:00,
Telica,12.606,-86.84,,1919/10/26 00:00:00,
Mauna Loa,19.475,-155.608,"40",1919/09/26 00:00:00,1919/11/05 00:00:00
Manam,-4.08,145.037,,1919/08/11 00:00:00,
Iwatesan,39.853,141.001,"0",1919/07/15 00:00:00,1919/07/15 00:00:00
Negro,12.506,-86.702,"10",1919/06/20 00:00:00,1919/06/30 00:00:00
Hokkaido-Komagatake,42.063,140.677,"39",1919/06/17 00:00:00,1919/07/26 00:00:00
Ulawun,-5.05,151.33,,1919/05/28 00:00:00,
Kelut,-7.93,112.308,"1",1919/05/19 00:00:00,1919/05/20 00:00:00
Izu-Oshima,34.724,139.394,"219",1919/05/18 00:00:00,1919/12/23 00:00:00
Shikotsu,42.688,141.38,"0",1919/05/04 00:00:00,1919/05/04 00:00:00
Babuyan Claro,19.523,121.94,,1919/01/01 00:00:00,
Asosan,32.884,131.104,"0",1919/01/01 00:00:00,1919/01/01 00:00:00
Etna,37.748,14.999,"1388",1919/03/15 00:00:00,1923/01/01 00:00:00
Asamayama,36.406,138.523,"166",1919/03/14 00:00:00,1919/08/27 00:00:00
Marapi,-0.38,100.474,"1",1919/02/28 00:00:00,1919/03/01 00:00:00
Popocatepetl,19.023,-98.622,"1047",1919/02/19 00:00:00,1922/01/01 00:00:00
Kilauea,19.421,-155.287,"294",1919/02/07 00:00:00,1919/11/28 00:00:00
Salak,-6.72,106.73,,1919/01/01 00:00:00,
Masaya,11.985,-86.165,"1826",1919/01/01 00:00:00,1924/01/01 00:00:00
Villarrica,-39.42,-71.93,,1919/01/01 00:00:00,
Puyehue-Cordon Caulle,-40.59,-72.117,"365",1919/01/01 00:00:00,1920/01/01 00:00:00
Askja,65.033,-16.783,,1919/01/01 00:00:00,
Grimsvotn,64.416,-17.316,,1919/01/01 00:00:00,
Etna,37.748,14.999,"1",1918/11/30 00:00:00,1918/12/01 00:00:00
Katla,63.633,-19.083,"23",1918/10/12 00:00:00,1918/11/04 00:00:00
Bulusan,12.769,124.056,"1461",1918/01/01 00:00:00,1922/01/01 00:00:00
Bam,-3.613,144.818,,1918/09/18 00:00:00,
Marapi,-0.38,100.474,"0",1918/08/15 00:00:00,1918/08/15 00:00:00
Kaba,-3.522,102.615,,1918/08/09 00:00:00,
Gamalama,0.8,127.33,"246",1918/01/01 00:00:00,1918/09/04 00:00:00
Ulawun,-5.05,151.33,,1918/07/21 00:00:00,
Banua Wuhu,3.138,125.491,"501",1918/07/18 00:00:00,1919/12/01 00:00:00
Galunggung,-7.25,108.058,"13",1918/07/17 00:00:00,1918/07/30 00:00:00
Ruapehu,-39.28,175.57,,1918/06/29 00:00:00,
Shikotsu,42.688,141.38,"48",1918/06/13 00:00:00,1918/07/31 00:00:00
Babuyan Claro,19.523,121.94,"2",1918/05/17 00:00:00,1918/05/19 00:00:00
Momotombo,12.423,-86.539,,1918/04/16 00:00:00,
Marapi,-0.38,100.474,"2",1918/03/08 00:00:00,1918/03/10 00:00:00
Etna,37.748,14.999,"0",1918/01/01 00:00:00,1918/01/01 00:00:00
Kilauea,19.421,-155.287,"14",1918/02/23 00:00:00,1918/03/09 00:00:00
Ruang,2.3,125.37,,1918/01/01 00:00:00,
Asosan,32.884,131.104,,1918/01/16 00:00:00,
Merapi,-7.54,110.446,,1918/01/01 00:00:00,
Masaya,11.985,-86.165,,1918/01/01 00:00:00,
Concepcion,11.538,-85.622,"365",1918/01/01 00:00:00,1919/01/01 00:00:00
Telica,12.606,-86.84,,1918/01/01 00:00:00,
Nyiragongo,-1.52,29.25,,1918/01/01 00:00:00,
Okataina,-38.12,176.5,"730",1918/01/01 00:00:00,1920/01/01 00:00:00
Peuet Sague,4.903,96.289,"1096",1918/01/01 00:00:00,1921/01/01 00:00:00
Yakedake,36.227,137.587,,1918/01/01 00:00:00,
Asamayama,36.406,138.523,,1918/01/01 00:00:00,
Soputan,1.112,124.737,,1917/01/01 00:00:00,
Gamkonora,1.38,127.53,"0",1917/10/18 00:00:00,1917/10/18 00:00:00
Tongariro,-39.157,175.632,"0",1917/01/01 00:00:00,1917/01/01 00:00:00
Pavlof,55.417,-161.894,,1917/01/01 00:00:00,
Irazu,9.979,-83.852,"1192",1917/09/27 00:00:00,1921/01/01 00:00:00
Mutnovsky,52.449,158.196,,1917/07/05 00:00:00,
Etna,37.748,14.999,"11",1917/06/24 00:00:00,1917/07/05 00:00:00
Marapi,-0.38,100.474,"92",1917/06/16 00:00:00,1917/09/16 00:00:00
San Salvador,13.734,-89.294,"-157",1917/06/07 00:00:00,1917/01/01 00:00:00
Sorikmarapi,0.686,99.539,"0",1917/05/20 00:00:00,1917/05/20 00:00:00
Fernandina,-0.37,-91.55,,1917/05/14 00:00:00,
Asamayama,36.406,138.523,"89",1917/05/03 00:00:00,1917/07/31 00:00:00
Shikotsu,42.688,141.38,"12",1917/04/30 00:00:00,1917/05/12 00:00:00
Fournaise,-21.244,55.708,"0",1917/04/29 00:00:00,1917/04/29 00:00:00
Agrigan,18.77,145.67,,1917/04/09 00:00:00,
Calbuco,-41.33,-72.618,"0",1917/01/01 00:00:00,1917/01/01 00:00:00
Okataina,-38.12,176.5,"11",1917/03/24 00:00:00,1917/04/04 00:00:00
Ijen,-8.058,114.242,"17",1917/02/25 00:00:00,1917/03/14 00:00:00
Raung,-8.119,114.056,,1917/02/22 00:00:00,
Llaima,-38.692,-71.729,,1917/02/04 00:00:00,
San Pedro-San Pablo,-21.888,-68.391,,1917/01/01 00:00:00,
Tinguiririca,-34.814,-70.352,,1917/01/01 00:00:00,
Rincon de la Vieja,10.83,-85.324,,1917/01/01 00:00:00,
Babuyan Claro,19.523,121.94,,1917/01/01 00:00:00,
Manam,-4.08,145.037,,1917/01/01 00:00:00,
Barrier,2.32,36.57,,1917/01/01 00:00:00,
Pagan,18.13,145.8,,1917/01/01 00:00:00,
Yakedake,36.227,137.587,,1917/01/01 00:00:00,
Lengai,-2.764,35.914,"31",1916/12/01 00:00:00,1917/01/01 00:00:00
Mutnovsky,52.449,158.196,,1916/01/01 00:00:00,
Raung,-8.119,114.056,"0",1916/01/01 00:00:00,1916/01/01 00:00:00
Ragang,7.691,124.507,,1916/07/16 00:00:00,
Mutnovsky,52.449,158.196,,1916/07/15 00:00:00,
Sumisujima,31.44,140.051,,1916/06/21 00:00:00,
Mauna Loa,19.475,-155.608,"11",1916/05/19 00:00:00,1916/05/30 00:00:00
Asamayama,36.406,138.523,"143",1916/05/12 00:00:00,1916/10/02 00:00:00
Marapi,-0.38,100.474,"63",1916/05/05 00:00:00,1916/07/07 00:00:00
Asosan,32.884,131.104,,1916/04/19 00:00:00,
Yakedake,36.227,137.587,"26",1916/03/17 00:00:00,1916/04/12 00:00:00
Tungurahua,-1.467,-78.442,"3560",1916/03/03 00:00:00,1925/12/01 00:00:00
Bulusan,12.769,124.056,"4",1916/01/18 00:00:00,1916/01/22 00:00:00
Ruiz,4.892,-75.324,,1916/01/01 00:00:00,
Poas,10.2,-84.233,,1916/01/01 00:00:00,
Azul,-35.653,-70.761,"5955",1916/01/01 00:00:00,1932/04/21 00:00:00
San Pedro-San Pablo,-21.888,-68.391,,1916/01/01 00:00:00,
Marapi,-0.38,100.474,,1915/01/01 00:00:00,
Okataina,-38.12,176.5,"4",1915/11/05 00:00:00,1915/11/09 00:00:00
Rinjani,-8.42,116.47,,1915/11/04 00:00:00,
Tengger Caldera,-7.942,112.95,"365",1915/01/01 00:00:00,1916/01/01 00:00:00
Ambrym,-16.25,168.12,,1915/10/20 00:00:00,
Izu-Oshima,34.724,139.394,"15",1915/10/10 00:00:00,1915/10/25 00:00:00
Erebus,-77.53,167.17,,1915/01/01 00:00:00,
Fournaise,-21.244,55.708,"122",1915/07/22 00:00:00,1915/11/21 00:00:00
Suwanosejima,29.638,129.714,"0",1915/01/01 00:00:00,1915/01/01 00:00:00
Yakedake,36.227,137.587,"40",1915/06/06 00:00:00,1915/07/16 00:00:00
Asamayama,36.406,138.523,"106",1915/05/13 00:00:00,1915/08/27 00:00:00
Raung,-8.119,114.056,,1915/01/01 00:00:00,
Soputan,1.112,124.737,"0",1915/01/01 00:00:00,1915/01/01 00:00:00
Ulawun,-5.05,151.33,,1915/01/01 00:00:00,
Merapi,-7.54,110.446,"48",1915/03/28 00:00:00,1915/05/15 00:00:00
Erebus,-77.53,167.17,,1915/03/22 00:00:00,
Arenal,10.463,-84.703,,1915/02/05 00:00:00,
Okataina,-38.12,176.5,"68",1915/02/04 00:00:00,1915/04/13 00:00:00
Yakedake,36.227,137.587,"0",1915/01/01 00:00:00,1915/01/01 00:00:00
Klyuchevskoy,56.056,160.642,,1915/01/01 00:00:00,
Southern EPR-Segment I,-18.53,-113.42,,1915/01/01 00:00:00,
Karymsky,54.049,159.443,,1915/01/01 00:00:00,
Ambae,-15.389,167.835,,1915/01/01 00:00:00,
Alayta,12.888,40.573,,1915/01/01 00:00:00,
Semeru,-8.108,112.922,,1915/01/01 00:00:00,
Ragang,7.691,124.507,,1915/01/01 00:00:00,
Villarrica,-39.42,-71.93,"1096",1915/01/01 00:00:00,1918/01/01 00:00:00
Mauna Loa,19.475,-155.608,"47",1914/11/25 00:00:00,1915/01/11 00:00:00
Azumayama,37.735,140.244,"2",1914/11/12 00:00:00,1914/11/14 00:00:00
Asamayama,36.406,138.523,"34",1914/11/12 00:00:00,1914/12/16 00:00:00
Kirishimayama,31.934,130.862,,1914/11/08 00:00:00,
Negro,12.506,-86.702,"6",1914/10/28 00:00:00,1914/11/03 00:00:00
Poas,10.2,-84.233,"219",1914/10/08 00:00:00,1915/05/15 00:00:00
Whakaari/White Island,-37.52,177.18,,1914/09/10 00:00:00,
Azul,-35.653,-70.761,,1914/09/08 00:00:00,
Tongariro,-39.157,175.632,"0",1914/01/01 00:00:00,1914/01/01 00:00:00
Lengai,-2.764,35.914,"139",1914/08/15 00:00:00,1915/01/01 00:00:00
Pavlof,55.417,-161.894,,1914/07/06 00:00:00,
Llaima,-38.692,-71.729,,1914/07/03 00:00:00,
Marapi,-0.38,100.474,,1914/07/01 00:00:00,
Katmai,58.28,-154.963,,1914/01/01 00:00:00,
Lewotobi,-8.542,122.775,,1914/06/29 00:00:00,
Milna,46.815,151.786,"0",1914/06/04 00:00:00,1914/06/04 00:00:00
Tandikat-Singgalang,-0.39,100.331,,1914/05/31 00:00:00,
Lassen Volcanic Center,40.492,-121.508,"1126",1914/05/30 00:00:00,1917/06/29 00:00:00
Poas,10.2,-84.233,,1914/05/30 00:00:00,
Ruang,2.3,125.37,"275",1914/05/29 00:00:00,1915/02/28 00:00:00
Izu-Oshima,34.724,139.394,"11",1914/05/15 00:00:00,1914/05/26 00:00:00
Suwanosejima,29.638,129.714,,1914/03/21 00:00:00,
Irazu,9.979,-83.852,,1914/02/21 00:00:00,
Kikai,30.793,130.305,,1914/02/13 00:00:00,
Puyehue-Cordon Caulle,-40.59,-72.117,,1914/02/08 00:00:00,
Okataina,-38.12,176.5,"-27",1914/01/28 00:00:00,1914/01/01 00:00:00
Asosan,32.884,131.104,,1914/01/13 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"220",1914/01/13 00:00:00,1914/08/21 00:00:00
Aira,31.593,130.657,"354",1914/01/12 00:00:00,1915/01/01 00:00:00
Kuchinoerabujima,30.443,130.217,,1914/01/05 00:00:00,
Nakanoshima,29.859,129.857,,1914/01/01 00:00:00,
Tanaga,51.885,-178.146,,1914/01/01 00:00:00,
Chillan,-36.868,-71.378,,1914/01/01 00:00:00,
Etna,37.748,14.999,"1145",1913/11/13 00:00:00,1917/01/01 00:00:00
